RESPID,Willing,Q4,Registered,Unregistered_but_willing,Q14B,Q14C,Q14D,Q6A,Q6A1A,Q6A1B,Q6A1C,Q6A1D,Q6A1E,Q6A1F,Q6A1G,Q6BB,Q6BC,Q6BDA,Q6BDB,Q6BDC,Belief_body,Q12B,Q14FA,Q14G,Q15A,Q15B,Q15C,Q15D,Belief_Minorities,HU_Q16A,Q16B,HU_Q16B,Q16C,HU_Q16C,Belief_Costs,HU_Q16D,Q16E,HU_Q16E,Belief_Need,HU_Q16F,Belief_Doctors,HU_Q16G,Q16H,HU_Q16H,Belief_Undeserving,HU_Q16I,Q16J,HU_Q16J,Belief_Fair,HU_Q16K,Q16AA,Q17C,Q18A,Q18B,Q22A,Q22B,Q22C,Q22D,Q22E,Q22F,Q23A,Q23B,Q23C,Q29,,Q30,D1,D3,D4A,D12,D13,Coverage,D15,Income,Urban,Sex,AgeCat,EduCat,D4Married,D7Healthcare,D9LowIncome,Hispanic,RaceCat,RaceCALC,Region,Q4Q13UnregSupporter,Devout,Religion,DevReligion,CallGroup,Over50,Q23Any,Q26A2cat,Q26B2cat,Q1_miss,Q1_nomiss
127155,1,2,2,2,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,1,1,1,2,4,0,4,0,5,N/A,5,N/A,1,1,1,1,4,0,1,1,4,0,1,1,5,N/A,N/A,3,3,3,4,1,4,4,4,1,1,2,2,11,,1,2,5,1,1,1,1,1,5,1,2,2,3,0,0,0,0,2,2,3,1,1,11,11,1,0,1,N/A,N/A,2,2
127165,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,1,1,2,2,5,N/A,4,0,4,0,3,0,2,1,5,N/A,4,0,2,1,4,0,1,1,5,N/A,N/A,2,1,1,5,1,4,4,4,2,2,2,2,1,,1,2,3,2,1,1,1,1,8,1,2,2,2,1,0,0,0,1,1,4,0,1,1,1,1,0,0,N/A,N/A,1,1
127166,1,1,2,2,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,2,1,2,3,5,N/A,3,0,3,0,5,N/A,1,1,1,1,2,1,1,1,2,1,1,1,2,1,N/A,2,1,1,5,1,4,3,4,1,3,3,3,5,,1,2,3,5,1,6,1,3,11,0,2,4,2,0,0,0,0,1,1,4,1,1,5,5,1,1,0,N/A,N/A,2,2
127219,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,3,5,4,2,4,0,4,0,2,1,5,N/A,2,1,3,0,5,N/A,1,1,4,0,5,N/A,5,N/A,N/A,2,3,3,1,1,4,4,4,1,1,2,2,11,,1,2,3,5,1,6,1,3,11,1,2,4,2,0,0,0,0,1,1,4,0,1,11,11,2,1,1,N/A,N/A,1,1
127227,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,2,1,2,1,1,1,2,2,1,4,0,2,1,2,1,1,1,2,1,2,1,1,1,3,0,1,1,3,0,2,2,3,3,3,2,3,3,3,2,1,2,2,11,,2,1,2,1,1,1,2,N/A,4,N/A,1,5,1,0,0,0,0,1,1,4,0,0,11,0,1,N/A,1,N/A,N/A,2,2
127263,1,1,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,1,1,2,5,3,0,4,0,3,0,5,N/A,2,1,1,1,4,0,1,1,4,0,1,1,2,1,N/A,2,3,3,3,1,4,4,4,1,2,2,2,3,,1,1,5,2,1,1,1,1,7,1,1,2,3,1,0,0,0,1,1,4,1,1,3,3,2,0,0,N/A,N/A,1,1
127275,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,2,1,2,1,1,2,2,4,0,4,0,4,0,4,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,N/A,2,3,3,2,1,4,4,4,1,1,2,2,11,,3,1,5,5,1,6,1,3,9,1,1,4,3,0,0,0,0,1,1,4,0,0,11,0,1,1,1,N/A,N/A,1,1
127276,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,1,2,4,0,4,0,4,0,4,0,1,1,1,1,4,0,1,1,4,0,1,1,1,1,N/A,2,3,3,1,1,4,4,1,2,2,1,2,1,,1,2,5,1,1,1,1,1,5,1,2,3,3,0,1,0,0,1,1,4,0,1,1,1,2,1,1,8,8,2,2
127312,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,,1,2,2,2,1,1,2,N/A,5,N/A,2,5,1,1,0,0,0,1,1,4,0,1,2,2,2,N/A,1,1,1,2,2
127340,0,2,2,5,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,3,1,2,2,1,1,1,2,1,1,4,0,3,0,3,0,2,1,2,1,4,0,3,0,4,0,1,1,2,1,2,2,3,3,1,1,4,4,4,2,2,2,2,11,,1,2,2,5,1,1,1,1,3,0,2,3,1,0,0,1,0,2,2,3,1,1,11,11,1,1,0,N/A,N/A,1,1
127347,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,3,3,2,4,4,4,4,2,1,3,0,1,1,5,N/A,3,0,1,1,4,0,1,1,3,0,1,1,2,1,1,2,3,1,3,1,4,4,1,1,2,2,2,12,,4,1,1,1,1,1,1,1,11,1,1,3,1,0,0,0,0,1,1,3,0,0,12,0,2,1,0,6,N/A,2,2
127351,0,1,2,5,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,4,1,1,2,2,2,3,4,1,1,1,1,4,0,4,0,1,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,3,3,4,4,4,4,4,1,1,1,2,11,,1,2,6,2,1,6,1,1,6,1,2,3,4,1,0,0,0,2,2,2,1,1,11,11,1,1,1,3,N/A,2,2
127358,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,1,1,2,1,1,2,2,4,0,3,0,2,1,2,1,3,0,1,1,4,0,1,1,3,0,1,1,1,1,N/A,2,3,1,4,1,4,4,4,2,1,2,2,11,,1,1,2,1,2,1,1,1,8,1,1,1,1,0,0,0,1,1,1,3,0,1,11,11,1,0,1,N/A,N/A,2,2
127379,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,2,1,2,2,1,2,4,3,0,4,0,4,0,3,0,2,1,2,1,2,1,1,1,2,1,1,1,2,1,N/A,2,1,1,1,1,3,2,3,1,2,2,2,2,,1,2,3,1,2,2,1,2,2,0,2,1,2,0,0,1,1,1,1,4,0,1,2,2,2,0,0,N/A,N/A,2,2
127414,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,1,1,2,3,3,0,4,0,3,0,5,N/A,2,1,1,1,4,0,1,1,4,0,1,1,2,1,N/A,2,3,3,3,1,4,4,4,1,2,2,2,3,,1,1,5,2,1,1,1,1,11,N/A,1,3,3,1,1,0,0,1,1,4,0,1,3,3,1,1,0,N/A,N/A,2,2
127443,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,2,1,2,1,1,1,2,4,0,2,1,3,0,3,0,2,1,2,1,4,0,2,1,3,0,1,1,2,1,N/A,2,1,1,2,1,3,4,3,2,1,2,2,3,,2,1,5,2,1,1,1,1,9,N/A,1,2,3,1,0,0,0,1,1,4,0,0,3,0,1,0,1,2,3,2,2
127471,0,1,2,4,N/A,N/A,N/A,2,2,2,1,2,2,2,2,2,N/A,N/A,N/A,N/A,2,1,1,2,4,1,4,4,1,1,4,0,3,0,3,0,2,1,2,1,4,0,1,1,4,0,4,0,5,N/A,2,1,3,3,4,1,5,6,4,1,2,2,2,13,,6,1,6,8,1,10,1,9,11,1,1,5,4,0,0,0,0,2,2,3,1,0,99,0,1,N/A,0,N/A,N/A,2,2
127490,0,2,2,3,N/A,N/A,N/A,2,2,2,2,3,3,3,2,2,N/A,N/A,N/A,N/A,2,2,1,2,2,1,2,2,1,1,3,0,2,1,2,1,1,1,1,1,3,0,1,1,3,0,1,1,1,1,1,2,1,1,3,2,4,3,2,2,2,2,2,11,,2,1,5,1,1,1,1,1,3,1,1,1,3,0,0,1,0,3,3,4,1,0,11,0,2,0,0,N/A,7,2,2
127522,1,1,3,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,1,1,1,3,1,1,2,1,1,1,3,0,2,1,1,1,3,0,2,1,3,0,1,1,5,N/A,2,1,3,3,4,1,3,4,3,2,2,2,2,3,,1,1,5,2,1,1,1,1,5,1,1,1,3,1,0,0,0,5,5,3,N/A,1,3,3,1,0,0,N/A,N/A,2,2
127527,1,1,2,2,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,2,1,3,4,5,N/A,3,0,4,0,4,0,2,1,1,1,3,0,1,1,2,1,2,1,5,N/A,N/A,1,1,1,1,2,2,5,3,2,1,2,2,13,,5,2,6,2,1,1,1,1,11,1,2,2,4,1,1,0,0,1,1,3,1,0,99,0,1,0,1,N/A,N/A,2,2
127539,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,2,1,3,3,3,0,4,0,1,1,5,N/A,2,1,1,1,4,0,1,1,5,N/A,1,1,5,N/A,N/A,2,3,3,2,1,4,4,4,1,2,2,1,2,,1,1,5,2,1,1,1,1,5,1,1,3,3,1,1,0,0,1,1,4,0,1,2,2,2,1,1,N/A,N/A,1,1
127551,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,1,1,2,4,4,0,4,0,4,0,4,0,5,N/A,1,1,4,0,1,1,5,N/A,1,1,1,1,N/A,1,2,2,1,1,4,4,4,1,2,2,2,1,,1,1,5,2,1,1,1,1,9,1,1,3,3,1,0,0,0,1,1,3,0,1,1,1,1,1,0,N/A,N/A,2,2
127571,0,2,2,5,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,4,1,1,2,2,1,3,4,2,1,4,0,4,0,4,0,4,0,1,1,1,1,1,1,3,0,1,1,4,0,1,1,3,3,3,1,4,4,4,1,2,2,2,3,,2,2,5,1,1,1,1,1,8,1,2,3,3,0,0,0,0,1,1,1,1,0,3,0,1,1,0,N/A,N/A,1,1
127618,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,4,1,4,4,5,N/A,2,1,4,0,5,N/A,1,1,1,1,5,N/A,1,1,4,0,1,1,1,1,N/A,2,1,3,1,1,4,4,5,1,1,1,1,11,,1,1,2,1,1,4,2,N/A,1,1,1,3,1,0,0,1,0,1,1,3,0,1,11,11,1,1,1,8,8,2,2
127649,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,2,1,5,N/A,4,0,4,0,4,0,2,1,2,1,4,0,2,1,5,N/A,2,1,2,1,N/A,2,4,2,3,2,4,2,4,2,2,1,2,13,,2,2,5,1,1,5,1,6,1,1,2,3,3,0,0,1,0,1,1,1,0,0,99,0,2,1,1,10,10,1,1
127656,0,2,2,5,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,2,1,1,2,2,2,3,4,4,0,3,0,2,1,4,0,3,0,2,1,3,0,1,1,3,0,2,1,2,1,N/A,1,1,1,3,1,1,4,4,2,2,2,1,2,,1,2,5,1,1,1,1,1,4,1,2,1,3,0,1,0,0,1,1,3,1,1,2,2,1,0,1,N/A,N/A,2,2
127661,1,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,2,1,3,0,4,0,2,1,4,0,1,1,1,1,4,0,4,0,4,0,1,1,1,1,N/A,1,3,3,1,1,3,4,4,1,2,2,2,3,,1,1,2,5,1,6,1,3,11,1,1,4,1,0,0,0,0,1,1,4,N/A,1,3,3,1,1,0,N/A,N/A,2,2
127667,1,1,5,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,3,2,1,1,1,1,5,N/A,3,0,2,1,2,1,2,1,5,N/A,2,1,2,1,2,1,1,1,3,0,N/A,5,3,3,5,2,3,4,2,5,2,2,2,12,,2,2,2,5,1,6,1,3,12,0,2,4,1,0,0,0,0,1,1,2,N/A,0,12,0,1,1,0,N/A,N/A,2,2
127677,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,4,1,1,1,1,1,1,1,5,N/A,2,1,4,0,4,0,1,1,1,1,4,0,2,1,5,N/A,3,0,2,1,N/A,2,1,1,4,2,4,4,4,1,2,2,2,3,,3,2,5,5,1,6,1,3,3,N/A,2,4,3,0,0,1,0,1,1,4,0,0,3,0,1,1,0,N/A,N/A,1,1
127679,0,2,2,5,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,5,1,1,2,5,2,5,5,2,1,5,N/A,2,1,5,N/A,5,N/A,2,1,2,1,1,1,5,N/A,5,N/A,5,N/A,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,1,1,2,2,1,1,1,1,3,N/A,1,2,1,1,0,1,0,1,1,4,1,1,3,3,2,0,0,N/A,N/A,2,2
127683,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,1,1,2,3,3,0,4,0,3,0,3,0,2,1,1,1,4,0,1,1,3,0,1,1,2,1,N/A,2,3,3,3,1,1,4,4,1,2,2,2,1,,1,1,3,2,1,1,1,1,6,1,1,2,2,1,0,0,0,1,1,2,1,1,1,1,1,0,0,N/A,N/A,2,2
127691,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,2,4,5,N/A,4,0,4,0,4,0,2,1,1,1,4,0,1,1,4,0,1,1,2,1,N/A,2,1,1,2,1,4,4,4,2,2,1,2,11,,3,2,3,2,1,2,1,1,11,1,2,3,2,1,0,0,0,1,1,4,0,0,11,0,1,1,1,N/A,N/A,2,2
127740,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,2,1,3,3,2,1,2,1,2,1,5,N/A,1,1,1,1,2,1,1,1,2,1,1,1,5,N/A,1,2,1,3,4,2,2,4,2,1,2,2,2,1,,1,1,5,2,1,1,1,1,6,1,1,3,3,1,0,0,0,1,1,4,0,1,1,1,1,1,0,N/A,N/A,2,2
127742,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,2,1,2,5,5,5,5,2,1,4,0,4,0,5,N/A,2,1,5,N/A,1,1,1,1,5,N/A,1,1,5,N/A,2,2,3,3,3,2,3,3,3,2,2,2,2,6,,1,2,5,2,4,1,1,1,5,N/A,2,3,3,1,0,0,1,1,1,4,0,1,6,6,1,1,0,N/A,10,2,2
127760,1,2,3,2,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,2,1,3,3,3,0,3,0,3,0,3,0,3,0,2,1,4,0,2,1,4,0,1,1,5,N/A,N/A,2,1,1,3,2,3,4,4,5,1,2,2,5,,1,1,6,2,1,1,1,1,6,1,1,3,4,1,0,0,0,1,1,4,N/A,1,5,5,1,1,1,N/A,N/A,1,1
127767,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,2,2,4,0,3,0,4,0,2,1,1,1,1,1,4,0,1,1,4,0,1,1,2,1,N/A,2,3,3,1,2,2,4,4,1,2,2,2,3,,4,2,2,2,1,3,1,1,6,1,2,2,1,1,0,0,0,1,1,3,0,0,3,0,1,0,0,N/A,N/A,2,2
127779,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,2,1,2,3,3,0,2,1,4,0,3,0,2,1,1,1,3,0,2,1,1,1,2,1,4,0,N/A,2,3,3,4,4,4,4,2,1,1,2,2,11,,2,1,2,1,1,7,1,6,1,0,1,3,1,0,0,1,0,4,4,2,0,0,11,0,1,1,1,N/A,10,2,2
127792,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,4,4,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,4,0,1,2,3,3,1,1,1,4,4,1,2,2,2,3,,2,2,2,2,1,8,1,3,5,1,2,4,1,1,0,0,0,1,1,3,0,0,3,0,1,1,0,6,6,2,2
127816,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,2,3,4,0,4,0,3,0,3,0,1,1,1,1,4,0,1,1,3,0,1,1,2,1,N/A,2,3,3,1,1,4,4,4,1,2,2,2,3,,1,1,2,1,1,1,1,6,11,N/A,1,2,1,0,0,0,0,1,1,4,0,1,3,3,1,0,0,10,10,2,2
127824,0,2,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,4,1,1,2,4,2,4,4,2,1,3,0,5,N/A,5,N/A,2,1,5,N/A,4,0,1,1,4,0,2,1,5,N/A,1,1,3,3,4,5,4,4,1,2,2,1,2,11,,1,2,1,2,1,1,1,1,2,0,2,3,1,1,0,1,0,2,2,3,1,1,11,11,1,1,1,N/A,6,2,2
127840,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,4,0,2,1,1,1,4,1,5,4,1,1,2,2,2,11,,1,1,2,4,5,1,2,N/A,3,1,1,1,1,0,0,1,1,1,1,3,0,1,11,11,1,0,0,8,8,2,2
127874,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,3,1,2,2,1,3,3,5,N/A,4,0,4,0,3,0,2,1,1,1,4,0,1,1,5,N/A,1,1,5,N/A,N/A,2,3,3,4,1,4,4,4,1,2,1,2,12,,5,1,6,2,1,8,1,3,8,1,1,4,4,1,0,0,0,1,1,2,0,0,12,0,1,1,1,N/A,N/A,2,2
127890,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,2,2,1,2,3,3,0,3,0,5,N/A,5,N/A,2,1,1,1,4,0,2,1,4,0,1,1,2,1,N/A,2,3,3,3,1,4,4,4,1,2,1,3,3,,1,2,3,1,2,1,1,1,2,N/A,2,1,2,0,0,1,1,1,1,3,1,1,3,3,2,0,1,N/A,N/A,N/A,99
127937,0,1,2,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,3,1,1,2,2,3,2,2,4,0,4,0,4,0,4,0,1,1,1,1,4,0,1,1,4,0,1,1,1,1,N/A,1,3,3,2,1,4,4,4,1,1,1,1,3,,1,1,5,4,1,6,1,1,1,1,1,3,3,0,1,1,0,1,1,3,1,1,3,3,2,1,1,8,10,1,1
127943,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,2,1,3,3,3,0,4,0,2,1,3,0,1,1,2,1,4,0,2,1,4,0,1,1,2,1,N/A,2,3,3,1,1,4,4,4,1,1,2,2,3,,2,2,5,2,1,6,1,3,11,N/A,2,4,3,1,1,0,0,1,1,4,0,0,3,0,1,1,1,N/A,N/A,2,2
127949,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,2,1,1,2,1,1,1,1,4,0,4,0,4,0,4,0,1,1,1,1,4,0,1,1,4,0,1,1,1,1,N/A,2,3,3,1,1,1,4,4,1,1,2,2,11,,1,2,2,2,1,1,1,1,4,1,2,3,1,1,0,0,0,1,1,4,0,1,11,11,1,1,1,N/A,N/A,1,1
127961,0,2,2,5,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,3,2,1,2,2,2,3,4,5,N/A,4,0,1,1,5,N/A,5,N/A,1,1,5,N/A,1,1,5,N/A,2,1,5,N/A,N/A,3,3,3,2,1,5,5,3,1,3,2,2,1,,1,1,3,2,1,6,1,9,11,1,1,4,2,1,0,0,0,1,1,1,1,1,1,1,1,1,0,6,7,2,2
127976,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,3,1,2,2,2,2,2,5,N/A,4,0,4,0,3,0,2,1,2,1,4,0,1,1,4,0,1,1,5,N/A,N/A,2,3,3,1,1,4,4,1,2,2,2,2,11,,1,2,5,4,1,1,1,1,3,1,2,4,3,0,0,1,0,1,1,4,0,1,11,11,1,1,0,N/A,N/A,1,1
127979,1,1,2,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,2,1,1,1,1,3,0,4,0,4,0,4,0,1,1,1,1,4,0,1,1,5,N/A,1,1,5,N/A,N/A,2,3,3,1,1,4,4,5,1,2,2,2,7,,1,1,5,2,1,1,1,1,11,1,1,3,3,1,0,0,0,1,1,3,1,1,7,7,2,1,0,N/A,N/A,2,2
127985,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,3,1,2,1,1,1,1,3,0,4,0,5,N/A,5,N/A,1,1,4,0,1,1,1,1,3,0,1,1,5,N/A,N/A,1,1,1,5,5,5,5,5,5,3,3,3,13,,5,4,7,7,2,9,3,N/A,12,N/A,N/A,5,N/A,0,0,0,1,1,1,4,0,0,99,0,1,N/A,0,N/A,N/A,2,2
127999,1,2,2,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,3,0,2,1,2,1,2,1,3,0,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,12,,3,1,4,2,1,1,1,3,7,N/A,1,3,2,1,0,0,0,1,1,4,1,0,12,0,2,1,0,N/A,N/A,2,2
128011,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,5,1,1,2,1,1,2,4,4,0,4,0,1,1,5,N/A,5,N/A,1,1,4,0,1,1,4,0,1,1,5,N/A,N/A,2,2,2,1,1,1,4,5,1,2,2,2,3,,1,1,4,1,3,1,1,1,10,1,1,2,2,0,0,0,1,5,1,4,0,1,3,3,1,0,0,N/A,N/A,1,1
128025,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,2,1,2,1,4,0,3,0,3,0,2,1,1,1,3,0,1,1,1,1,1,1,2,1,2,2,3,3,4,1,4,4,4,3,2,2,2,2,,1,2,3,2,1,8,1,3,2,0,2,2,2,1,0,1,0,1,1,3,0,1,2,2,1,0,0,N/A,9,2,2
128076,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,2,1,1,2,1,1,4,0,4,0,3,0,1,1,1,1,3,0,1,1,4,0,1,1,1,1,1,2,3,3,2,1,2,4,3,1,2,2,2,3,,1,1,3,2,5,1,1,1,5,1,1,2,2,1,0,0,1,5,1,1,0,1,3,3,2,0,0,N/A,N/A,1,1
128091,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,3,1,1,1,4,0,4,0,5,N/A,1,1,1,1,4,0,1,1,4,0,4,0,1,1,1,2,1,3,4,1,1,4,1,1,1,2,2,13,,1,2,3,5,1,6,1,1,11,N/A,2,4,2,0,0,0,0,1,1,3,0,1,99,0,1,1,1,7,8,2,2
128097,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,3,1,1,2,2,1,2,2,2,1,4,0,2,1,3,0,1,1,2,1,4,0,2,1,4,0,1,1,2,1,1,2,1,1,4,1,4,4,4,1,1,2,1,1,,1,1,6,6,1,6,1,3,7,1,1,4,4,0,0,0,0,1,1,3,0,1,1,1,2,1,1,N/A,N/A,1,1
128127,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,4,1,1,2,1,1,1,1,4,0,4,0,3,0,4,0,1,1,1,1,4,0,1,1,4,0,1,1,1,1,N/A,2,3,3,1,1,4,4,4,1,2,2,2,10,,2,2,5,2,1,3,1,5,6,1,2,1,3,1,0,0,0,1,1,3,0,0,10,0,1,0,0,N/A,N/A,2,2
